object_id,leak_id,parser,file_name,filepath,date_parsed,file_size,file_line_count,parsed_identities,already_read_lines,status,file_type,detected_fields,leak_source
649cd5f768eea91ac1f13cea,1082cebc84919407292ceda0cbc536f5acbf58f209b656ae828851ec9623c595,xing2-2.0.1,www.allplasta.com.au {2.209} [NOHASH] (Business and Industry  Construction and Maintenance).txt,collection1/Collection  #1_NEW combo semi private_Update Dumps/www.allplasta.com.au {2.209} [NOHASH] (Business and Industry  Construction and Maintenance).txt,1687999992,75186,2208,2208,2208,finished,unknown,"['email', 'password']",Collection#1
649c5fbc8daf2c5b4523b7b0,12bd31dbc0ab0984e4150a48d288cecd5df7ab23dfaca6f66efd4f99e78fd14d,xing4-2.0.1,928.txt,collection1/Collection  #1_EU combos/928.txt,1687969886,3290159,100000,99998,100000,finished,unknown,"['username', 'email', 'password']",Collection#1
649c0f50c0b597f7f68008e4,13172c12f5b09c5ceb50b0bd2f21404941a7455d319becb2403948e5b3418cf0,xing5-2.0.1,videogames.eprst.ru {98.908} [HASH].txt,collection1/Collection  #1_NEW combo semi private_Update Dumps/videogames.eprst.ru {98.908} [HASH].txt,1687949453,3340202,98907,98100,98907,finished,unknown,"['hash-sha1', 'email', 'unknown', 'password', 'username']",Collection#1
649c734368eea91ac1bb45aa,135701f17a404a3db48047318c4f15b305eede0db7b92df9ea6996bb6e1736cb,xing2-2.0.1,940.txt,collection1/Collection  #1_EU combos/940.txt,1687974862,3215038,100000,99996,100000,finished,unknown,"['email', 'username', 'password']",Collection#1
649c71a368eea91ac126a0f7,138d2d2bf783ad1a592e47ee52da4d56cf7e4c2976222f05a08ce12132cc1f44,xing2-2.0.1,1069.txt,collection1/Collection  #1_OLD CLOUD_Gaming combos/1069.txt,1687974447,3221427,100000,99977,100000,finished,unknown,"['cc', 'password', 'email', 'unknown', 'username']",Collection#1
649c1008c0b597f7f6aecb6e,1470def9eba450240bd74cbfb075af3d2726c52ddaf31b98b1ed6f9e20ce1375,xing5-2.0.1,1731.txt,collection1/Collection  #1_EU combos/1731.txt,1687949645,3806588,100000,99985,100000,finished,unknown,"['email', 'cc', 'username', 'password']",Collection#1
649c6ba268eea91ac13d6326,147450a11cd0fe6bcfed36937b40cf721dc9ea6385f0e1ff5bbb8f2b5fe183d8,xing2-2.0.1,158.txt,collection1/Collection  #1_EU combos/158.txt,1687972929,3249268,100000,99998,100000,finished,unknown,"['unknown', 'password', 'username', 'cc', 'email']",Collection#1
649c4b278daf2c5b45887870,14e3a0e1928934c9eb247bec253dec97c57fe847b4c5fdae2d83415abb270074,xing4-2.0.1,157.txt,collection1/Collection  #1_OLD CLOUD_UK combos/157.txt,1687964633,3432633,100000,99999,100000,finished,unknown,"['password', 'username', 'email']",Collection#1
649c1a6cf95433b26b30d144,15c4a148e185fbff3f18ba2ddc27ee73bf9a0b0ffb1efc7447c22d86ea40eae3,xing5-2.0.1,2056.txt,collection1/Collection  #1_EU combos/2056.txt,1687952279,3356714,100000,99999,100000,finished,unknown,"['email', 'password']",Collection#1
649c6ce18daf2c5b45a62350,15cc18ddf325ec9d23717a74ca7744682641841ddd232219e3a3176830c6c1f5,xing4-2.0.1,172.txt,collection1/Collection  #1_EU combos/172.txt,1687973256,3245064,100000,99994,100000,finished,unknown,"['email', 'unknown', 'password', 'username']",Collection#1
649c683968eea91ac1138fe6,16b8d706427dbcc88acec0eb97aa35ee17669e9676cea632d9485431120d2be0,xing2-2.0.1,1486.txt,collection1/Collection  #1_EU combos/1486.txt,1687972037,3265598,100000,99997,100000,finished,unknown,"['email', 'username', 'unknown', 'password']",Collection#1
649c59ff8daf2c5b4551e989,17364aa6609e7df3e38f7badb43f7ca140bfca45755fe07017292321351c9153,xing4-2.0.1,190.txt,collection1/Collection  #1_Games combos_Sharpening/190.txt,1687968413,3319036,100000,99962,100000,finished,unknown,"['password', 'unknown', 'email', 'username']",Collection#1
